x, y, T, Tex,
0.000000, 0.000000, 0.000000, 0.000000,
0.000000, 0.031250, 0.000000, 0.000000,
0.000000, 0.062500, 0.000000, 0.000000,
0.000000, 0.093750, 0.000000, 0.000000,
0.000000, 0.125000, 0.000000, 0.000000,
0.000000, 0.156250, 0.000000, 0.000000,
0.000000, 0.187500, 0.000000, 0.000000,
0.000000, 0.218750, 0.000000, 0.000000,
0.000000, 0.250000, 0.000000, 0.000000,
0.000000, 0.281250, 0.000000, 0.000000,
0.000000, 0.312500, 0.000000, 0.000000,
0.000000, 0.343750, 0.000000, 0.000000,
0.000000, 0.375000, 0.000000, 0.000000,
0.000000, 0.406250, 0.000000, 0.000000,
0.000000, 0.437500, 0.000000, 0.000000,
0.000000, 0.468750, 0.000000, 0.000000,
0.000000, 0.500000, 0.000000, 0.000000,
0.031250, 0.000000, 0.030284, 0.030273,
0.031250, 0.031250, 0.030138, 0.030128,
0.031250, 0.062500, 0.029702, 0.029692,
0.031250, 0.093750, 0.028980, 0.028970,
0.031250, 0.125000, 0.027979, 0.027969,
0.031250, 0.156250, 0.026708, 0.026699,
0.031250, 0.187500, 0.025180, 0.025171,
0.031250, 0.218750, 0.023410, 0.023402,
0.031250, 0.250000, 0.021414, 0.021407,
0.031250, 0.281250, 0.019212, 0.019205,
0.031250, 0.312500, 0.016825, 0.016819,
0.031250, 0.343750, 0.014276, 0.014271,
0.031250, 0.375000, 0.011589, 0.011585,
0.031250, 0.406250, 0.008791, 0.008788,
0.031250, 0.437500, 0.005908, 0.005906,
0.031250, 0.468750, 0.002968, 0.002967,
0.031250, 0.500000, 0.000000, 0.000000,
0.062500, 0.000000, 0.058614, 0.058594,
0.062500, 0.031250, 0.058332, 0.058312,
0.062500, 0.062500, 0.057488, 0.057468,
0.062500, 0.093750, 0.056091, 0.056071,
0.062500, 0.125000, 0.054153, 0.054134,
0.062500, 0.156250, 0.051693, 0.051675,
0.062500, 0.187500, 0.048736, 0.048719,
0.062500, 0.218750, 0.045310, 0.045294,
0.062500, 0.250000, 0.041447, 0.041432,
0.062500, 0.281250, 0.037185, 0.037171,
0.062500, 0.312500, 0.032564, 0.032553,
0.062500, 0.343750, 0.027631, 0.027621,
0.062500, 0.375000, 0.022431, 0.022423,
0.062500, 0.406250, 0.017015, 0.017009,
0.062500, 0.437500, 0.011435, 0.011431,
0.062500, 0.468750, 0.005745, 0.005743,
0.062500, 0.500000, 0.000000, 0.000000,
0.093750, 0.000000, 0.084992, 0.084961,
0.093750, 0.031250, 0.084582, 0.084552,
0.093750, 0.062500, 0.083359, 0.083328,
0.093750, 0.093750, 0.081332, 0.081303,
0.093750, 0.125000, 0.078522, 0.078494,
0.093750, 0.156250, 0.074956, 0.074929,
0.093750, 0.187500, 0.070668, 0.070642,
0.093750, 0.218750, 0.065699, 0.065676,
0.093750, 0.250000, 0.060098, 0.060076,
0.093750, 0.281250, 0.053918, 0.053899,
0.093750, 0.312500, 0.047219, 0.047202,
0.093750, 0.343750, 0.040065, 0.040050,
0.093750, 0.375000, 0.032525, 0.032513,
0.093750, 0.406250, 0.024672, 0.024663,
0.093750, 0.437500, 0.016581, 0.016575,
0.093750, 0.468750, 0.008331, 0.008328,
0.093750, 0.500000, 0.000000, 0.000000,
0.125000, 0.000000, 0.109415, 0.109375,
0.125000, 0.031250, 0.108889, 0.108848,
0.125000, 0.062500, 0.107313, 0.107273,
0.125000, 0.093750, 0.104704, 0.104665,
0.125000, 0.125000, 0.101087, 0.101049,
0.125000, 0.156250, 0.096496, 0.096460,
0.125000, 0.187500, 0.090976, 0.090942,
0.125000, 0.218750, 0.084579, 0.084548,
0.125000, 0.250000, 0.077368, 0.077340,
0.125000, 0.281250, 0.069412, 0.069387,
0.125000, 0.312500, 0.060788, 0.060765,
0.125000, 0.343750, 0.051578, 0.051559,
0.125000, 0.375000, 0.041871, 0.041856,
0.125000, 0.406250, 0.031762, 0.031750,
0.125000, 0.437500, 0.021346, 0.021338,
0.125000, 0.468750, 0.010725, 0.010721,
0.125000, 0.500000, 0.000000, 0.000000,
0.156250, 0.000000, 0.131886, 0.131836,
0.156250, 0.031250, 0.131251, 0.131201,
0.156250, 0.062500, 0.129351, 0.129303,
0.156250, 0.093750, 0.126207, 0.126159,
0.156250, 0.125000, 0.121846, 0.121801,
0.156250, 0.156250, 0.116313, 0.116269,
0.156250, 0.187500, 0.109659, 0.109618,
0.156250, 0.218750, 0.101949, 0.101911,
0.156250, 0.250000, 0.093257, 0.093222,
0.156250, 0.281250, 0.083667, 0.083636,
0.156250, 0.312500, 0.073272, 0.073244,
0.156250, 0.343750, 0.062170, 0.062147,
0.156250, 0.375000, 0.050470, 0.050451,
0.156250, 0.406250, 0.038284, 0.038270,
0.156250, 0.437500, 0.025730, 0.025720,
0.156250, 0.468750, 0.012927, 0.012922,
0.156250, 0.500000, 0.000000, 0.000000,
0.187500, 0.000000, 0.152402, 0.152344,
0.187500, 0.031250, 0.151668, 0.151610,
0.187500, 0.062500, 0.149474, 0.149417,
0.187500, 0.093750, 0.145840, 0.145784,
0.187500, 0.125000, 0.140801, 0.140747,
0.187500, 0.156250, 0.134407, 0.134355,
0.187500, 0.187500, 0.126718, 0.126669,
0.187500, 0.218750, 0.117808, 0.117763,
0.187500, 0.250000, 0.107765, 0.107723,
0.187500, 0.281250, 0.096683, 0.096646,
0.187500, 0.312500, 0.084670, 0.084638,
0.187500, 0.343750, 0.071842, 0.071814,
0.187500, 0.375000, 0.058322, 0.058299,
0.187500, 0.406250, 0.044240, 0.044223,
0.187500, 0.437500, 0.029732, 0.029721,
0.187500, 0.468750, 0.014938, 0.014932,
0.187500, 0.500000, 0.000000, 0.000000,
0.218750, 0.000000, 0.170965, 0.170898,
0.218750, 0.031250, 0.170142, 0.170076,
0.218750, 0.062500, 0.167680, 0.167615,
0.218750, 0.093750, 0.163603, 0.163540,
0.218750, 0.125000, 0.157951, 0.157890,
0.218750, 0.156250, 0.150778, 0.150719,
0.218750, 0.187500, 0.142152, 0.142097,
0.218750, 0.218750, 0.132158, 0.132106,
0.218750, 0.250000, 0.120890, 0.120843,
0.218750, 0.281250, 0.108459, 0.108417,
0.218750, 0.312500, 0.094983, 0.094946,
0.218750, 0.343750, 0.080592, 0.080561,
0.218750, 0.375000, 0.065425, 0.065400,
0.218750, 0.406250, 0.049628, 0.049609,
0.218750, 0.437500, 0.033354, 0.033341,
0.218750, 0.468750, 0.016757, 0.016751,
0.218750, 0.500000, 0.000000, 0.000000,
0.250000, 0.000000, 0.187574, 0.187500,
0.250000, 0.031250, 0.186671, 0.186597,
0.250000, 0.062500, 0.183970, 0.183897,
0.250000, 0.093750, 0.179497, 0.179426,
0.250000, 0.125000, 0.173296, 0.173227,
0.250000, 0.156250, 0.165425, 0.165360,
0.250000, 0.187500, 0.155962, 0.155901,
0.250000, 0.218750, 0.144997, 0.144939,
0.250000, 0.250000, 0.132635, 0.132583,
0.250000, 0.281250, 0.118996, 0.118949,
0.250000, 0.312500, 0.104210, 0.104169,
0.250000, 0.343750, 0.088422, 0.088387,
0.250000, 0.375000, 0.071781, 0.071753,
0.250000, 0.406250, 0.054450, 0.054428,
0.250000, 0.437500, 0.036594, 0.036579,
0.250000, 0.468750, 0.018385, 0.018378,
0.250000, 0.500000, 0.000000, 0.000000,
0.281250, 0.000000, 0.202229, 0.202148,
0.281250, 0.031250, 0.201255, 0.201175,
0.281250, 0.062500, 0.198343, 0.198264,
0.281250, 0.093750, 0.193521, 0.193444,
0.281250, 0.125000, 0.186835, 0.186761,
0.281250, 0.156250, 0.178350, 0.178279,
0.281250, 0.187500, 0.168147, 0.168080,
0.281250, 0.218750, 0.156325, 0.156263,
0.281250, 0.250000, 0.142997, 0.142941,
0.281250, 0.281250, 0.128293, 0.128242,
0.281250, 0.312500, 0.112352, 0.112308,
0.281250, 0.343750, 0.095330, 0.095292,
0.281250, 0.375000, 0.077390, 0.077359,
0.281250, 0.406250, 0.058704, 0.058681,
0.281250, 0.437500, 0.039453, 0.039437,
0.281250, 0.468750, 0.019822, 0.019814,
0.281250, 0.500000, 0.000000, 0.000000,
0.312500, 0.000000, 0.214930, 0.214844,
0.312500, 0.031250, 0.213895, 0.213809,
0.312500, 0.062500, 0.210800, 0.210716,
0.312500, 0.093750, 0.205675, 0.205593,
0.312500, 0.125000, 0.198569, 0.198490,
0.312500, 0.156250, 0.189551, 0.189475,
0.312500, 0.187500, 0.178708, 0.178636,
0.312500, 0.218750, 0.166143, 0.166076,
0.312500, 0.250000, 0.151978, 0.151917,
0.312500, 0.281250, 0.136350, 0.136295,
0.312500, 0.312500, 0.119409, 0.119361,
0.312500, 0.343750, 0.101317, 0.101277,
0.312500, 0.375000, 0.082250, 0.082217,
0.312500, 0.406250, 0.062391, 0.062366,
0.312500, 0.437500, 0.041931, 0.041914,
0.312500, 0.468750, 0.021067, 0.021058,
0.312500, 0.500000, 0.000000, 0.000000,
0.343750, 0.000000, 0.225677, 0.225586,
0.343750, 0.031250, 0.224591, 0.224500,
0.343750, 0.062500, 0.221341, 0.221251,
0.343750, 0.093750, 0.215960, 0.215872,
0.343750, 0.125000, 0.208499, 0.208414,
0.343750, 0.156250, 0.199030, 0.198949,
0.343750, 0.187500, 0.187644, 0.187568,
0.343750, 0.218750, 0.174451, 0.174380,
0.343750, 0.250000, 0.159578, 0.159513,
0.343750, 0.281250, 0.143168, 0.143110,
0.343750, 0.312500, 0.125380, 0.125329,
0.343750, 0.343750, 0.106384, 0.106340,
0.343750, 0.375000, 0.086363, 0.086328,
0.343750, 0.406250, 0.065511, 0.065484,
0.343750, 0.437500, 0.044027, 0.044010,
0.343750, 0.468750, 0.022120, 0.022111,
0.343750, 0.500000, 0.000000, 0.000000,
0.375000, 0.000000, 0.234470, 0.234375,
0.375000, 0.031250, 0.233341, 0.233246,
0.375000, 0.062500, 0.229965, 0.229872,
0.375000, 0.093750, 0.224374, 0.224283,
0.375000, 0.125000, 0.216622, 0.216534,
0.375000, 0.156250, 0.206784, 0.206700,
0.375000, 0.187500, 0.194955, 0.194876,
0.375000, 0.218750, 0.181248, 0.181174,
0.375000, 0.250000, 0.165796, 0.165728,
0.375000, 0.281250, 0.148746, 0.148686,
0.375000, 0.312500, 0.130265, 0.130212,
0.375000, 0.343750, 0.110529, 0.110484,
0.375000, 0.375000, 0.089728, 0.089691,
0.375000, 0.406250, 0.068063, 0.068035,
0.375000, 0.437500, 0.045743, 0.045724,
0.375000, 0.468750, 0.022982, 0.022973,
0.375000, 0.500000, 0.000000, 0.000000,
0.406250, 0.000000, 0.241310, 0.241211,
0.406250, 0.031250, 0.240148, 0.240049,
0.406250, 0.062500, 0.236673, 0.236576,
0.406250, 0.093750, 0.230919, 0.230824,
0.406250, 0.125000, 0.222941, 0.222850,
0.406250, 0.156250, 0.212816, 0.212729,
0.406250, 0.187500, 0.200642, 0.200560,
0.406250, 0.218750, 0.186535, 0.186459,
0.406250, 0.250000, 0.170632, 0.170562,
0.406250, 0.281250, 0.153085, 0.153023,
0.406250, 0.312500, 0.134064, 0.134010,
0.406250, 0.343750, 0.113753, 0.113706,
0.406250, 0.375000, 0.092345, 0.092307,
0.406250, 0.406250, 0.070048, 0.070020,
0.406250, 0.437500, 0.047077, 0.047058,
0.406250, 0.468750, 0.023652, 0.023643,
0.406250, 0.500000, 0.000000, 0.000000,
0.437500, 0.000000, 0.246195, 0.246094,
0.437500, 0.031250, 0.245009, 0.244909,
0.437500, 0.062500, 0.241464, 0.241365,
0.437500, 0.093750, 0.235594, 0.235497,
0.437500, 0.125000, 0.227454, 0.227361,
0.437500, 0.156250, 0.217124, 0.217035,
0.437500, 0.187500, 0.204704, 0.204619,
0.437500, 0.218750, 0.190311, 0.190233,
0.437500, 0.250000, 0.174086, 0.174015,
0.437500, 0.281250, 0.156184, 0.156120,
0.437500, 0.312500, 0.136779, 0.136722,
0.437500, 0.343750, 0.116055, 0.116008,
0.437500, 0.375000, 0.094215, 0.094176,
0.437500, 0.406250, 0.071467, 0.071437,
0.437500, 0.437500, 0.048030, 0.048011,
0.437500, 0.468750, 0.024131, 0.024121,
0.437500, 0.500000, 0.000000, 0.000000,
0.468750, 0.000000, 0.249126, 0.249023,
0.468750, 0.031250, 0.247926, 0.247824,
0.468750, 0.062500, 0.244339, 0.244239,
0.468750, 0.093750, 0.238399, 0.238301,
0.468750, 0.125000, 0.230162, 0.230068,
0.468750, 0.156250, 0.219709, 0.219619,
0.468750, 0.187500, 0.207141, 0.207055,
0.468750, 0.218750, 0.192577, 0.192498,
0.468750, 0.250000, 0.176159, 0.176086,
0.468750, 0.281250, 0.158044, 0.157979,
0.468750, 0.312500, 0.138407, 0.138350,
0.468750, 0.343750, 0.117437, 0.117389,
0.468750, 0.375000, 0.095336, 0.095297,
0.468750, 0.406250, 0.072317, 0.072288,
0.468750, 0.437500, 0.048602, 0.048582,
0.468750, 0.468750, 0.024419, 0.024409,
0.468750, 0.500000, 0.000000, 0.000000,
0.500000, 0.000000, 0.250103, 0.250000,
0.500000, 0.031250, 0.248899, 0.248796,
0.500000, 0.062500, 0.245297, 0.245196,
0.500000, 0.093750, 0.239334, 0.239235,
0.500000, 0.125000, 0.231065, 0.230970,
0.500000, 0.156250, 0.220571, 0.220480,
0.500000, 0.187500, 0.207953, 0.207867,
0.500000, 0.218750, 0.193332, 0.193253,
0.500000, 0.250000, 0.176849, 0.176777,
0.500000, 0.281250, 0.158664, 0.158598,
0.500000, 0.312500, 0.138950, 0.138893,
0.500000, 0.343750, 0.117898, 0.117849,
0.500000, 0.375000, 0.095710, 0.095671,
0.500000, 0.406250, 0.072601, 0.072571,
0.500000, 0.437500, 0.048793, 0.048773,
0.500000, 0.468750, 0.024514, 0.024504,
0.500000, 0.500000, 0.000000, 0.000000,
0.531250, 0.000000, 0.249126, 0.249023,
0.531250, 0.031250, 0.247926, 0.247824,
0.531250, 0.062500, 0.244339, 0.244239,
0.531250, 0.093750, 0.238399, 0.238301,
0.531250, 0.125000, 0.230162, 0.230068,
0.531250, 0.156250, 0.219709, 0.219619,
0.531250, 0.187500, 0.207141, 0.207055,
0.531250, 0.218750, 0.192577, 0.192498,
0.531250, 0.250000, 0.176159, 0.176086,
0.531250, 0.281250, 0.158044, 0.157979,
0.531250, 0.312500, 0.138407, 0.138350,
0.531250, 0.343750, 0.117437, 0.117389,
0.531250, 0.375000, 0.095336, 0.095297,
0.531250, 0.406250, 0.072317, 0.072288,
0.531250, 0.437500, 0.048602, 0.048582,
0.531250, 0.468750, 0.024419, 0.024409,
0.531250, 0.500000, 0.000000, 0.000000,
0.562500, 0.000000, 0.246195, 0.246094,
0.562500, 0.031250, 0.245009, 0.244909,
0.562500, 0.062500, 0.241464, 0.241365,
0.562500, 0.093750, 0.235594, 0.235497,
0.562500, 0.125000, 0.227454, 0.227361,
0.562500, 0.156250, 0.217124, 0.217035,
0.562500, 0.187500, 0.204704, 0.204619,
0.562500, 0.218750, 0.190311, 0.190233,
0.562500, 0.250000, 0.174086, 0.174015,
0.562500, 0.281250, 0.156184, 0.156120,
0.562500, 0.312500, 0.136779, 0.136722,
0.562500, 0.343750, 0.116055, 0.116008,
0.562500, 0.375000, 0.094215, 0.094176,
0.562500, 0.406250, 0.071467, 0.071437,
0.562500, 0.437500, 0.048030, 0.048011,
0.562500, 0.468750, 0.024131, 0.024121,
0.562500, 0.500000, 0.000000, 0.000000,
0.593750, 0.000000, 0.241310, 0.241211,
0.593750, 0.031250, 0.240148, 0.240049,
0.593750, 0.062500, 0.236673, 0.236576,
0.593750, 0.093750, 0.230919, 0.230824,
0.593750, 0.125000, 0.222941, 0.222850,
0.593750, 0.156250, 0.212816, 0.212729,
0.593750, 0.187500, 0.200642, 0.200560,
0.593750, 0.218750, 0.186535, 0.186459,
0.593750, 0.250000, 0.170632, 0.170562,
0.593750, 0.281250, 0.153085, 0.153023,
0.593750, 0.312500, 0.134064, 0.134010,
0.593750, 0.343750, 0.113753, 0.113706,
0.593750, 0.375000, 0.092345, 0.092307,
0.593750, 0.406250, 0.070048, 0.070020,
0.593750, 0.437500, 0.047077, 0.047058,
0.593750, 0.468750, 0.023652, 0.023643,
0.593750, 0.500000, 0.000000, 0.000000,
0.625000, 0.000000, 0.234470, 0.234375,
0.625000, 0.031250, 0.233341, 0.233246,
0.625000, 0.062500, 0.229965, 0.229872,
0.625000, 0.093750, 0.224374, 0.224283,
0.625000, 0.125000, 0.216622, 0.216534,
0.625000, 0.156250, 0.206784, 0.206700,
0.625000, 0.187500, 0.194955, 0.194876,
0.625000, 0.218750, 0.181248, 0.181174,
0.625000, 0.250000, 0.165796, 0.165728,
0.625000, 0.281250, 0.148746, 0.148686,
0.625000, 0.312500, 0.130265, 0.130212,
0.625000, 0.343750, 0.110529, 0.110484,
0.625000, 0.375000, 0.089728, 0.089691,
0.625000, 0.406250, 0.068063, 0.068035,
0.625000, 0.437500, 0.045743, 0.045724,
0.625000, 0.468750, 0.022982, 0.022973,
0.625000, 0.500000, 0.000000, 0.000000,
0.656250, 0.000000, 0.225677, 0.225586,
0.656250, 0.031250, 0.224591, 0.224500,
0.656250, 0.062500, 0.221341, 0.221251,
0.656250, 0.093750, 0.215960, 0.215872,
0.656250, 0.125000, 0.208499, 0.208414,
0.656250, 0.156250, 0.199030, 0.198949,
0.656250, 0.187500, 0.187644, 0.187568,
0.656250, 0.218750, 0.174451, 0.174380,
0.656250, 0.250000, 0.159578, 0.159513,
0.656250, 0.281250, 0.143168, 0.143110,
0.656250, 0.312500, 0.125380, 0.125329,
0.656250, 0.343750, 0.106384, 0.106340,
0.656250, 0.375000, 0.086363, 0.086328,
0.656250, 0.406250, 0.065511, 0.065484,
0.656250, 0.437500, 0.044027, 0.044010,
0.656250, 0.468750, 0.022120, 0.022111,
0.656250, 0.500000, 0.000000, 0.000000,
0.687500, 0.000000, 0.214930, 0.214844,
0.687500, 0.031250, 0.213895, 0.213809,
0.687500, 0.062500, 0.210800, 0.210716,
0.687500, 0.093750, 0.205675, 0.205593,
0.687500, 0.125000, 0.198569, 0.198490,
0.687500, 0.156250, 0.189551, 0.189475,
0.687500, 0.187500, 0.178708, 0.178636,
0.687500, 0.218750, 0.166143, 0.166076,
0.687500, 0.250000, 0.151978, 0.151917,
0.687500, 0.281250, 0.136350, 0.136295,
0.687500, 0.312500, 0.119409, 0.119361,
0.687500, 0.343750, 0.101317, 0.101277,
0.687500, 0.375000, 0.082250, 0.082217,
0.687500, 0.406250, 0.062391, 0.062366,
0.687500, 0.437500, 0.041931, 0.041914,
0.687500, 0.468750, 0.021067, 0.021058,
0.687500, 0.500000, 0.000000, 0.000000,
0.718750, 0.000000, 0.202229, 0.202148,
0.718750, 0.031250, 0.201255, 0.201175,
0.718750, 0.062500, 0.198343, 0.198264,
0.718750, 0.093750, 0.193521, 0.193444,
0.718750, 0.125000, 0.186835, 0.186761,
0.718750, 0.156250, 0.178350, 0.178279,
0.718750, 0.187500, 0.168147, 0.168080,
0.718750, 0.218750, 0.156325, 0.156263,
0.718750, 0.250000, 0.142997, 0.142941,
0.718750, 0.281250, 0.128293, 0.128242,
0.718750, 0.312500, 0.112352, 0.112308,
0.718750, 0.343750, 0.095330, 0.095292,
0.718750, 0.375000, 0.077390, 0.077359,
0.718750, 0.406250, 0.058704, 0.058681,
0.718750, 0.437500, 0.039453, 0.039437,
0.718750, 0.468750, 0.019822, 0.019814,
0.718750, 0.500000, 0.000000, 0.000000,
0.750000, 0.000000, 0.187574, 0.187500,
0.750000, 0.031250, 0.186671, 0.186597,
0.750000, 0.062500, 0.183970, 0.183897,
0.750000, 0.093750, 0.179497, 0.179426,
0.750000, 0.125000, 0.173296, 0.173227,
0.750000, 0.156250, 0.165425, 0.165360,
0.750000, 0.187500, 0.155962, 0.155901,
0.750000, 0.218750, 0.144997, 0.144939,
0.750000, 0.250000, 0.132635, 0.132583,
0.750000, 0.281250, 0.118996, 0.118949,
0.750000, 0.312500, 0.104210, 0.104169,
0.750000, 0.343750, 0.088422, 0.088387,
0.750000, 0.375000, 0.071781, 0.071753,
0.750000, 0.406250, 0.054450, 0.054428,
0.750000, 0.437500, 0.036594, 0.036579,
0.750000, 0.468750, 0.018385, 0.018378,
0.750000, 0.500000, 0.000000, 0.000000,
0.781250, 0.000000, 0.170965, 0.170898,
0.781250, 0.031250, 0.170142, 0.170076,
0.781250, 0.062500, 0.167680, 0.167615,
0.781250, 0.093750, 0.163603, 0.163540,
0.781250, 0.125000, 0.157951, 0.157890,
0.781250, 0.156250, 0.150778, 0.150719,
0.781250, 0.187500, 0.142152, 0.142097,
0.781250, 0.218750, 0.132158, 0.132106,
0.781250, 0.250000, 0.120890, 0.120843,
0.781250, 0.281250, 0.108459, 0.108417,
0.781250, 0.312500, 0.094983, 0.094946,
0.781250, 0.343750, 0.080592, 0.080561,
0.781250, 0.375000, 0.065425, 0.065400,
0.781250, 0.406250, 0.049628, 0.049609,
0.781250, 0.437500, 0.033354, 0.033341,
0.781250, 0.468750, 0.016757, 0.016751,
0.781250, 0.500000, 0.000000, 0.000000,
0.812500, 0.000000, 0.152402, 0.152344,
0.812500, 0.031250, 0.151668, 0.151610,
0.812500, 0.062500, 0.149474, 0.149417,
0.812500, 0.093750, 0.145840, 0.145784,
0.812500, 0.125000, 0.140801, 0.140747,
0.812500, 0.156250, 0.134407, 0.134355,
0.812500, 0.187500, 0.126718, 0.126669,
0.812500, 0.218750, 0.117808, 0.117763,
0.812500, 0.250000, 0.107765, 0.107723,
0.812500, 0.281250, 0.096683, 0.096646,
0.812500, 0.312500, 0.084670, 0.084638,
0.812500, 0.343750, 0.071842, 0.071814,
0.812500, 0.375000, 0.058322, 0.058299,
0.812500, 0.406250, 0.044240, 0.044223,
0.812500, 0.437500, 0.029732, 0.029721,
0.812500, 0.468750, 0.014938, 0.014932,
0.812500, 0.500000, 0.000000, 0.000000,
0.843750, 0.000000, 0.131886, 0.131836,
0.843750, 0.031250, 0.131251, 0.131201,
0.843750, 0.062500, 0.129351, 0.129303,
0.843750, 0.093750, 0.126207, 0.126159,
0.843750, 0.125000, 0.121846, 0.121801,
0.843750, 0.156250, 0.116313, 0.116269,
0.843750, 0.187500, 0.109659, 0.109618,
0.843750, 0.218750, 0.101949, 0.101911,
0.843750, 0.250000, 0.093257, 0.093222,
0.843750, 0.281250, 0.083667, 0.083636,
0.843750, 0.312500, 0.073272, 0.073244,
0.843750, 0.343750, 0.062170, 0.062147,
0.843750, 0.375000, 0.050470, 0.050451,
0.843750, 0.406250, 0.038284, 0.038270,
0.843750, 0.437500, 0.025730, 0.025720,
0.843750, 0.468750, 0.012927, 0.012922,
0.843750, 0.500000, 0.000000, 0.000000,
0.875000, 0.000000, 0.109415, 0.109375,
0.875000, 0.031250, 0.108889, 0.108848,
0.875000, 0.062500, 0.107313, 0.107273,
0.875000, 0.093750, 0.104704, 0.104665,
0.875000, 0.125000, 0.101087, 0.101049,
0.875000, 0.156250, 0.096496, 0.096460,
0.875000, 0.187500, 0.090976, 0.090942,
0.875000, 0.218750, 0.084579, 0.084548,
0.875000, 0.250000, 0.077368, 0.077340,
0.875000, 0.281250, 0.069412, 0.069387,
0.875000, 0.312500, 0.060788, 0.060765,
0.875000, 0.343750, 0.051578, 0.051559,
0.875000, 0.375000, 0.041871, 0.041856,
0.875000, 0.406250, 0.031762, 0.031750,
0.875000, 0.437500, 0.021346, 0.021338,
0.875000, 0.468750, 0.010725, 0.010721,
0.875000, 0.500000, 0.000000, 0.000000,
0.906250, 0.000000, 0.084992, 0.084961,
0.906250, 0.031250, 0.084582, 0.084552,
0.906250, 0.062500, 0.083359, 0.083328,
0.906250, 0.093750, 0.081332, 0.081303,
0.906250, 0.125000, 0.078522, 0.078494,
0.906250, 0.156250, 0.074956, 0.074929,
0.906250, 0.187500, 0.070668, 0.070642,
0.906250, 0.218750, 0.065699, 0.065676,
0.906250, 0.250000, 0.060098, 0.060076,
0.906250, 0.281250, 0.053918, 0.053899,
0.906250, 0.312500, 0.047219, 0.047202,
0.906250, 0.343750, 0.040065, 0.040050,
0.906250, 0.375000, 0.032525, 0.032513,
0.906250, 0.406250, 0.024672, 0.024663,
0.906250, 0.437500, 0.016581, 0.016575,
0.906250, 0.468750, 0.008331, 0.008328,
0.906250, 0.500000, 0.000000, 0.000000,
0.937500, 0.000000, 0.058614, 0.058594,
0.937500, 0.031250, 0.058332, 0.058312,
0.937500, 0.062500, 0.057488, 0.057468,
0.937500, 0.093750, 0.056091, 0.056071,
0.937500, 0.125000, 0.054153, 0.054134,
0.937500, 0.156250, 0.051693, 0.051675,
0.937500, 0.187500, 0.048736, 0.048719,
0.937500, 0.218750, 0.045310, 0.045294,
0.937500, 0.250000, 0.041447, 0.041432,
0.937500, 0.281250, 0.037185, 0.037171,
0.937500, 0.312500, 0.032564, 0.032553,
0.937500, 0.343750, 0.027631, 0.027621,
0.937500, 0.375000, 0.022431, 0.022423,
0.937500, 0.406250, 0.017015, 0.017009,
0.937500, 0.437500, 0.011435, 0.011431,
0.937500, 0.468750, 0.005745, 0.005743,
0.937500, 0.500000, 0.000000, 0.000000,
0.968750, 0.000000, 0.030284, 0.030273,
0.968750, 0.031250, 0.030138, 0.030128,
0.968750, 0.062500, 0.029702, 0.029692,
0.968750, 0.093750, 0.028980, 0.028970,
0.968750, 0.125000, 0.027979, 0.027969,
0.968750, 0.156250, 0.026708, 0.026699,
0.968750, 0.187500, 0.025180, 0.025171,
0.968750, 0.218750, 0.023410, 0.023402,
0.968750, 0.250000, 0.021414, 0.021407,
0.968750, 0.281250, 0.019212, 0.019205,
0.968750, 0.312500, 0.016825, 0.016819,
0.968750, 0.343750, 0.014276, 0.014271,
0.968750, 0.375000, 0.011589, 0.011585,
0.968750, 0.406250, 0.008791, 0.008788,
0.968750, 0.437500, 0.005908, 0.005906,
0.968750, 0.468750, 0.002968, 0.002967,
0.968750, 0.500000, 0.000000, 0.000000,
1.000000, 0.000000, 0.000000, 0.000000,
1.000000, 0.031250, 0.000000, 0.000000,
1.000000, 0.062500, 0.000000, 0.000000,
1.000000, 0.093750, 0.000000, 0.000000,
1.000000, 0.125000, 0.000000, 0.000000,
1.000000, 0.156250, 0.000000, 0.000000,
1.000000, 0.187500, 0.000000, 0.000000,
1.000000, 0.218750, 0.000000, 0.000000,
1.000000, 0.250000, 0.000000, 0.000000,
1.000000, 0.281250, 0.000000, 0.000000,
1.000000, 0.312500, 0.000000, 0.000000,
1.000000, 0.343750, 0.000000, 0.000000,
1.000000, 0.375000, 0.000000, 0.000000,
1.000000, 0.406250, 0.000000, 0.000000,
1.000000, 0.437500, 0.000000, 0.000000,
1.000000, 0.468750, 0.000000, 0.000000,
1.000000, 0.500000, 0.000000, 0.000000,
